,StatusExistingCheckingAccount,DurationInMonth,CreditHistory,Purpose,CreditAmount,SavingsAccountBonds,PresentEmploymentSince,InstallmentRatePercentageOfDisposableIncome,PersonalStatusAndSex,OtherDebtorsGuarantors,PresentResidenceSince,Property,Age,OtherInstallmentPlans,Housing,NumberExistingCreditsAtThisBank,Job,NumPeopleLiableToProvideMaintenanceFor,Telephone,ForeignWorker,CreditApproved
609,4,15,3,2,1300,5,5,4,1,1,4,4,4,1,3,1,3,2,1,1,1
610,1,12,3,5,741,2,1,4,2,1,3,2,1,3,2,1,3,1,1,1,2
611,3,10,3,1,1240,2,5,1,2,1,4,4,4,3,3,1,2,2,1,1,2
612,1,21,3,4,3357,4,2,4,2,1,2,3,2,1,2,1,3,1,1,1,1
613,1,24,2,2,3632,1,3,1,2,3,4,3,1,1,1,1,3,1,1,2,1
614,4,18,4,3,1808,1,4,4,2,1,1,1,1,3,2,1,3,1,1,1,2
615,2,48,1,10,12204,5,3,2,1,1,2,3,4,1,2,1,4,1,2,1,1
616,2,60,4,4,9157,5,3,2,1,1,2,4,2,3,3,1,4,1,1,1,1
617,1,6,5,1,3676,1,3,1,1,1,3,1,3,3,1,3,3,2,1,1,1
618,2,30,3,3,3441,2,3,2,2,2,4,3,1,3,1,1,3,1,1,1,2
619,4,12,3,1,640,1,3,4,1,1,2,1,4,3,2,1,2,1,1,1,1
620,2,21,5,10,3652,1,4,2,1,1,3,2,2,3,2,2,3,1,1,1,1
621,4,18,5,1,1530,1,3,3,1,1,2,2,2,1,2,2,3,1,1,1,2
622,4,48,3,10,3914,5,3,4,1,1,2,1,3,1,2,1,3,1,1,1,2
623,1,12,3,3,1858,1,2,4,2,1,1,3,1,3,1,1,3,1,1,1,1
624,1,18,3,4,2600,1,3,4,1,1,4,4,5,3,3,2,3,1,1,1,2
625,4,15,3,4,1979,5,5,4,1,1,2,3,3,3,2,1,3,1,1,1,1
626,3,6,3,3,2116,1,3,2,1,1,2,1,3,3,2,1,3,1,2,1,1
627,2,9,2,1,1437,2,4,2,1,1,3,4,2,3,2,1,3,1,1,1,2
628,4,42,5,3,4042,3,3,4,1,1,4,1,3,3,2,2,3,1,2,1,1
629,4,9,3,7,3832,5,5,1,1,1,4,1,5,3,2,1,2,1,1,1,1
630,1,24,3,4,3660,1,3,2,2,1,4,3,2,3,2,1,3,1,1,1,1
631,1,18,2,3,1553,1,3,4,1,1,3,3,3,1,2,1,3,1,1,1,2
632,2,15,3,4,1444,5,2,4,1,1,1,2,1,3,2,1,3,1,1,1,1
633,4,9,3,3,1980,1,2,2,2,2,2,3,1,3,1,2,3,1,1,1,2
634,2,24,3,1,1355,1,2,3,2,1,4,3,2,3,2,1,2,1,2,1,2
635,4,12,3,7,1393,1,5,4,1,1,4,2,4,1,2,3,3,2,2,1,1
636,4,24,3,4,1376,3,4,4,2,1,1,3,2,3,2,1,3,1,1,1,1
637,4,60,4,4,15653,1,4,2,1,1,4,3,1,3,2,2,3,1,2,1,1
638,4,12,3,4,1493,1,2,4,2,1,3,3,2,3,2,1,3,2,1,1,1
639,1,42,4,4,4370,1,4,3,1,1,2,2,2,1,2,2,3,2,2,1,2
640,1,18,3,7,750,1,1,4,2,1,1,1,2,3,2,1,1,1,1,1,2
641,2,15,3,6,1308,1,5,4,1,1,4,3,3,3,2,2,2,1,1,1,1
642,4,15,3,7,4623,2,3,3,1,1,2,2,3,3,2,1,4,1,2,1,2
643,4,24,5,4,1851,1,4,4,1,3,2,3,2,3,2,2,3,1,2,1,1
644,1,18,5,4,1880,1,4,4,1,1,1,2,2,3,2,2,4,1,2,1,1
645,4,36,4,10,7980,5,2,4,1,1,4,3,2,3,1,2,3,1,2,1,2
646,1,30,1,3,4583,1,3,2,1,3,2,1,2,3,2,2,3,1,1,1,1
647,4,12,3,1,1386,3,3,2,2,1,2,2,2,3,2,1,3,1,1,1,2
648,3,24,3,1,947,1,4,4,1,1,3,4,3,1,3,1,3,2,1,1,2
649,1,12,3,7,684,1,3,4,1,1,4,3,3,3,1,1,2,2,1,1,2
650,1,48,3,7,7476,1,4,4,1,1,1,4,4,3,3,1,4,1,2,1,1
651,2,12,3,3,1922,1,3,4,1,1,2,2,3,3,2,1,2,1,1,1,2
652,1,24,3,1,2303,1,5,4,1,2,1,1,4,3,2,1,3,1,1,1,2
653,2,36,4,1,8086,2,5,2,1,1,4,3,3,3,2,4,4,1,2,1,2
654,4,24,5,2,2346,1,4,4,1,1,3,3,3,3,2,2,3,1,2,1,1
655,1,14,3,1,3973,1,1,1,1,1,4,4,1,3,3,1,3,1,1,1,1
656,2,12,3,1,888,1,5,4,1,1,4,3,3,1,2,1,2,2,1,1,2
657,4,48,3,4,10222,5,4,4,1,1,3,3,3,2,2,1,3,1,2,1,1
658,2,30,1,10,4221,1,3,2,2,1,1,3,2,3,2,2,3,1,1,1,1
659,2,18,5,3,6361,1,5,2,1,1,1,4,3,3,2,1,3,1,2,1,1
660,3,12,3,4,1297,1,3,3,1,1,4,1,1,3,1,1,3,1,1,1,1
661,1,12,3,1,900,5,3,4,1,1,2,3,1,3,2,1,3,1,1,1,2
662,4,21,3,3,2241,1,5,4,1,1,2,1,4,3,2,2,3,1,1,1,1
663,2,6,4,3,1050,1,1,4,1,1,1,2,3,2,2,2,4,1,2,1,1
664,3,6,5,7,1047,1,3,2,2,1,4,2,4,3,2,1,2,1,1,1,1
665,4,24,5,11,6314,1,1,4,1,2,2,4,2,1,2,2,4,1,2,1,1
666,2,30,2,3,3496,4,3,4,1,1,2,3,2,2,2,1,3,2,2,1,1
667,4,48,2,10,3609,1,3,1,2,1,1,1,2,2,2,1,3,1,1,1,1
668,1,12,5,1,4843,1,5,3,1,2,4,2,3,3,1,2,3,1,2,1,2
669,3,30,5,4,3017,1,5,4,1,1,4,2,4,3,2,1,3,1,1,1,1
670,4,24,5,10,4139,2,3,3,1,1,3,2,2,3,2,2,2,1,2,1,1
671,4,36,3,10,5742,2,4,2,1,1,2,3,2,3,2,2,3,1,2,1,1
672,4,60,3,1,10366,1,5,2,1,1,4,2,3,3,2,1,4,1,2,1,1
673,4,6,5,1,2080,3,3,1,1,1,2,3,1,3,2,1,3,1,1,1,1
674,4,21,4,10,2580,3,2,4,1,1,2,1,3,1,2,1,2,2,1,1,2
675,4,30,5,4,4530,1,4,4,2,1,4,3,2,3,1,1,4,1,2,1,1
676,4,24,5,3,5150,1,5,4,1,1,4,3,2,3,2,1,3,1,2,1,1
677,2,72,3,4,5595,2,3,2,1,1,2,3,1,3,2,1,3,1,1,1,2
678,1,24,3,4,2384,1,5,4,1,1,4,1,5,1,1,1,2,1,1,1,1
679,4,18,3,4,1453,1,2,3,2,1,1,1,2,3,2,1,3,1,1,1,1
680,4,6,3,7,1538,1,2,1,2,1,2,4,5,3,2,1,3,1,1,1,1
681,4,12,3,4,2279,5,3,4,1,1,4,4,3,3,3,1,3,1,2,1,1
682,4,15,4,4,1478,1,3,4,1,1,3,1,2,1,2,2,3,1,1,1,1
683,4,24,5,4,5103,1,2,3,1,1,3,4,4,3,3,3,3,1,2,1,1
684,2,36,4,10,9857,2,4,1,1,1,3,2,2,3,2,2,2,2,2,1,1
685,4,60,3,1,6527,5,3,4,1,1,4,4,2,3,3,1,3,2,2,1,1
686,3,10,5,4,1347,5,4,4,1,1,2,2,2,3,2,2,3,1,2,1,1
687,2,36,4,1,2862,2,5,4,1,1,3,4,2,3,3,1,3,1,1,1,1
688,4,9,3,4,2753,2,5,3,1,2,4,3,3,3,2,1,3,1,2,1,1
689,1,12,3,1,3651,4,3,1,1,1,3,2,2,3,2,1,3,2,1,1,1
690,1,15,5,3,975,1,3,2,1,1,3,2,2,3,2,2,3,1,1,1,1
691,2,15,3,6,2631,2,3,3,2,1,2,1,2,3,2,1,2,1,1,1,1
692,2,24,3,4,2896,2,2,2,1,1,1,3,2,3,2,1,3,1,1,1,1
693,1,6,5,1,4716,5,2,1,1,1,3,1,3,3,2,2,2,2,1,1,1
694,4,24,3,4,2284,1,4,4,1,1,2,3,2,3,2,1,3,1,2,1,1
695,4,6,3,2,1236,3,3,2,1,1,4,2,4,3,1,1,3,1,1,1,1
696,2,12,3,4,1103,1,4,4,1,3,3,1,2,3,2,2,3,1,1,2,1
697,4,12,5,1,926,1,1,1,2,1,2,2,3,3,2,1,1,1,1,1,1
698,4,18,5,4,1800,1,3,4,1,1,2,3,1,3,2,2,3,1,1,1,1
699,3,15,3,7,1905,1,5,4,1,1,4,3,3,3,1,1,4,1,2,1,1
700,4,12,3,3,1123,3,3,4,2,1,4,3,2,3,1,1,2,1,1,1,2
701,1,48,5,2,6331,1,5,4,1,1,4,4,4,3,3,2,3,1,2,1,2
702,3,24,3,4,1377,2,5,4,2,1,2,4,4,3,3,1,3,1,2,1,1
703,2,30,4,10,2503,2,5,4,1,1,2,2,3,2,2,2,3,1,1,1,1
704,2,27,3,10,2528,1,2,4,2,1,1,2,2,3,2,1,3,2,2,1,1
705,4,15,3,1,5324,3,5,1,2,1,4,4,3,3,3,1,3,1,1,1,1
706,2,48,3,1,6560,2,4,3,1,1,2,2,1,3,2,1,3,1,1,1,2
707,2,12,1,3,2969,1,2,4,2,1,3,2,2,3,1,2,3,1,1,1,2
708,2,9,3,4,1206,1,5,4,2,1,4,1,2,3,2,1,3,1,1,1,1
709,2,9,3,4,2118,1,3,2,1,1,2,1,3,3,2,1,2,2,1,1,1
710,4,18,5,4,629,3,5,4,1,1,3,2,2,1,2,2,4,1,2,1,1
711,1,6,2,7,1198,1,5,4,2,1,4,4,3,3,3,1,3,1,1,1,2
712,4,21,3,2,2476,5,5,4,1,1,4,1,4,3,2,1,4,1,2,1,1
713,1,9,5,4,1138,1,3,4,1,1,4,1,2,3,2,2,2,1,1,1,1
714,2,60,3,1,14027,1,4,4,1,1,2,4,2,3,2,1,4,1,2,1,2
715,4,30,5,2,7596,5,5,1,1,1,4,3,5,3,2,2,3,1,1,1,1
716,4,30,5,4,3077,5,5,3,1,1,2,3,3,3,2,2,3,2,2,1,1
717,4,18,3,4,1505,1,3,4,1,1,2,4,2,3,3,1,4,1,2,1,1
718,3,24,5,4,3148,5,3,3,1,1,2,3,2,3,2,2,3,1,2,1,1
719,2,20,1,2,6148,2,5,3,1,1,4,3,2,1,2,2,3,1,2,1,1
720,3,9,1,4,1337,1,2,4,1,1,2,3,2,3,2,2,4,1,2,1,2
721,2,6,2,7,433,4,2,4,2,1,2,2,1,1,1,1,3,2,1,1,2
722,1,12,3,1,1228,1,3,4,2,1,2,1,1,3,2,1,2,1,1,1,2
723,2,9,3,4,790,3,3,4,2,1,3,1,5,3,2,1,2,1,1,1,1
724,4,27,3,1,2570,1,3,3,2,1,3,1,1,3,1,1,3,1,1,1,2
725,4,6,5,1,250,4,3,2,2,1,2,1,3,1,2,2,2,1,1,1,1
726,4,15,5,4,1316,3,3,2,1,1,2,2,4,3,2,2,2,1,1,1,1
727,1,18,3,4,1882,1,3,4,2,1,4,3,2,1,1,2,3,1,1,1,2
728,2,48,2,10,6416,1,5,4,2,1,3,4,5,3,1,1,3,1,1,1,2
729,3,24,5,10,1275,4,3,2,1,1,4,1,3,3,2,2,3,1,2,1,1
730,2,24,4,4,6403,1,2,1,1,1,2,3,2,3,2,1,3,1,1,1,1
731,1,24,3,4,1987,1,3,2,1,1,4,1,1,3,1,1,2,2,1,1,2
732,2,8,3,4,760,1,4,4,2,3,2,1,3,3,2,1,2,1,1,1,1
733,4,24,3,2,2603,4,3,2,2,1,4,3,2,3,1,1,3,1,2,1,1
734,4,4,5,1,3380,1,4,1,2,1,1,1,3,3,2,1,3,2,1,1,1
735,2,36,2,5,3990,5,2,3,2,1,2,4,2,1,2,1,1,1,1,1,1
736,2,24,3,2,11560,1,3,1,2,1,4,3,1,3,1,2,4,1,1,1,2
737,1,18,3,1,4380,2,3,3,1,1,4,3,3,3,2,1,2,2,2,1,1
738,4,6,5,1,6761,1,4,1,1,1,3,4,4,3,2,2,4,2,2,1,1
739,2,30,1,10,4280,2,3,4,2,1,4,3,2,3,1,2,2,1,1,1,2
740,1,24,2,1,2325,2,4,2,1,1,3,3,2,1,2,1,3,1,1,1,1
741,2,10,2,4,1048,1,3,4,1,1,4,1,1,2,2,1,2,1,1,1,1
742,4,21,3,4,3160,5,5,4,1,1,3,2,3,3,2,1,3,1,2,1,1
743,1,24,2,3,2483,3,3,4,1,1,4,1,1,2,2,1,3,1,2,1,1
744,1,39,5,3,14179,5,4,4,1,1,4,2,2,3,2,2,4,1,2,1,1
745,1,13,5,10,1797,1,2,3,1,1,1,2,2,1,2,2,2,1,1,1,1
746,1,15,3,1,2511,1,1,1,2,1,4,3,1,3,1,1,3,1,1,1,1
747,1,12,3,1,1274,1,2,3,2,1,1,1,3,3,2,1,2,1,1,1,2
748,4,21,3,2,5248,5,3,1,1,1,3,3,2,3,2,1,3,1,1,1,1
749,4,15,3,2,3029,1,4,2,1,1,2,3,2,3,2,1,3,1,1,1,1
750,1,6,3,3,428,1,5,2,2,1,1,2,4,1,2,1,3,1,2,1,1
751,1,18,3,1,976,1,2,1,2,1,2,3,1,3,2,1,2,1,1,1,2
752,2,12,3,10,841,2,4,2,2,1,4,1,1,3,1,1,2,1,1,1,1
753,4,30,5,4,5771,1,4,4,2,1,2,3,2,3,2,2,3,1,1,1,1
754,4,12,4,6,1555,4,5,4,1,1,4,4,5,3,3,2,3,2,1,1,2
755,1,24,3,1,1285,5,4,4,2,1,4,4,2,3,1,1,3,1,1,1,2
756,3,6,5,1,1299,1,3,1,1,1,1,1,5,3,2,3,1,2,1,2,1
757,3,15,5,4,1271,5,3,3,1,1,4,4,3,3,3,2,3,1,2,1,2
758,4,24,3,1,1393,1,3,2,1,3,2,1,2,3,2,1,3,1,2,1,1
759,1,12,5,1,691,1,5,4,1,1,3,2,3,3,2,2,3,1,1,1,2
760,4,15,5,1,5045,5,5,1,2,1,4,3,5,3,2,1,3,1,2,1,1
761,1,18,5,3,2124,1,3,4,2,1,4,1,1,3,1,2,3,1,1,1,2
762,1,12,3,4,2214,1,3,4,1,1,3,2,1,3,2,1,2,1,1,1,1
763,4,21,5,1,12680,5,5,4,1,1,4,4,2,3,3,1,4,1,2,1,2
764,4,24,5,1,2463,2,4,4,1,1,3,2,2,3,2,2,3,1,2,1,1
765,2,12,3,4,1155,1,5,3,1,3,3,1,3,1,2,2,2,1,1,1,1
766,1,30,3,3,3108,1,2,2,1,1,4,2,2,3,2,1,2,1,1,1,2
767,4,10,3,2,2901,5,2,1,2,1,4,1,2,3,1,1,3,1,1,1,1
768,2,12,5,3,3617,1,5,1,1,1,4,3,2,3,1,3,3,1,2,1,1
769,4,12,5,4,1655,1,5,2,1,1,4,1,5,3,2,2,2,1,2,1,1
770,1,24,3,2,2812,5,5,2,2,1,4,1,2,3,1,1,3,1,1,1,1
771,1,36,5,7,8065,1,3,3,2,1,2,4,2,3,2,2,4,1,2,1,2
772,4,21,5,2,3275,1,5,1,1,1,4,3,3,3,2,1,4,1,2,1,1
773,4,24,5,4,2223,2,5,4,1,1,4,2,4,1,2,2,3,1,1,1,1
774,3,12,5,1,1480,3,1,2,1,1,4,4,5,1,3,3,1,1,1,1,1
775,1,24,3,1,1371,5,3,4,2,1,4,1,2,3,1,1,3,1,1,1,2
776,4,36,5,1,3535,1,4,4,1,1,4,3,3,3,2,2,3,1,2,1,1
777,1,18,3,4,3509,1,4,4,2,3,1,1,2,3,2,1,3,1,1,1,1
778,4,36,5,2,5711,4,5,4,1,1,2,3,3,3,2,2,4,1,2,1,1
779,2,18,3,6,3872,1,1,2,2,1,4,3,5,3,2,1,3,1,2,1,1
780,2,39,5,4,4933,1,4,2,1,3,2,1,2,3,2,2,3,1,1,1,2
781,4,24,5,1,1940,4,5,4,1,1,4,1,5,3,2,1,3,1,2,1,1
782,2,12,1,9,1410,1,3,2,1,1,2,1,2,3,2,1,2,1,2,1,1
783,2,12,3,1,836,2,2,4,2,1,2,2,1,1,2,1,2,1,1,1,2
784,2,20,3,2,6468,5,1,1,1,1,4,1,5,3,2,1,4,1,2,1,1
785,2,18,3,10,1941,4,3,4,1,1,2,2,3,3,2,1,2,1,2,1,1
786,4,22,3,4,2675,3,5,3,1,1,4,3,3,3,2,1,3,1,1,1,1
787,4,48,5,2,2751,5,5,4,1,1,3,3,3,3,2,2,3,2,2,1,1
788,2,48,4,7,6224,1,5,4,1,1,4,4,4,3,3,1,3,1,1,1,2
789,1,40,5,7,5998,1,3,4,1,1,3,4,2,1,2,1,3,1,2,1,2
790,2,21,3,10,1188,1,5,2,2,1,4,2,3,3,2,1,3,2,1,1,2
791,4,24,3,2,6313,5,5,3,1,1,4,3,3,3,2,1,4,2,2,1,1
792,4,6,5,3,1221,5,3,1,1,1,2,2,2,3,2,2,3,1,1,1,1
793,3,24,3,3,2892,1,5,3,1,1,4,4,4,3,3,1,3,1,1,1,1
794,4,24,3,3,3062,3,5,4,1,1,3,4,2,3,1,1,3,1,2,1,1
795,4,9,3,3,2301,2,2,2,2,1,4,2,1,3,1,1,3,1,1,1,1
796,1,18,3,2,7511,5,5,1,1,1,4,2,4,3,3,1,3,2,2,1,2
797,4,12,5,3,1258,1,2,2,2,1,4,2,1,3,1,2,2,1,1,1,1
798,4,24,4,1,717,5,5,4,1,1,4,3,4,3,2,2,3,1,2,1,1
799,2,9,3,1,1549,5,2,4,1,1,2,1,3,3,2,1,1,1,1,1,1
800,4,24,5,7,1597,1,5,4,1,1,4,4,4,3,3,2,3,2,1,1,1
801,2,18,5,4,1795,1,5,3,2,3,4,1,4,1,1,2,2,1,2,1,1
802,1,20,5,3,4272,1,5,1,2,1,4,2,1,3,2,2,3,1,1,1,1
803,4,12,5,4,976,5,5,4,1,1,4,3,3,3,2,2,3,1,1,1,1
804,2,12,3,1,7472,5,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1
805,1,36,3,1,9271,1,4,2,1,1,1,3,1,3,2,1,3,1,2,1,2
806,2,6,3,4,590,1,2,3,1,1,3,1,2,3,2,1,2,1,1,2,1
807,4,12,5,4,930,5,5,4,1,1,4,1,5,3,2,4,3,1,1,1,1
808,2,42,2,2,9283,1,1,1,1,1,2,4,5,1,3,1,4,1,2,1,1
809,2,15,1,1,1778,1,2,2,2,1,1,1,2,3,1,2,1,1,1,1,2
810,2,8,3,10,907,1,2,3,1,1,2,1,2,3,2,1,3,1,2,1,1
811,2,6,3,4,484,1,4,3,1,3,3,1,2,1,2,1,2,1,1,1,1
812,1,36,5,2,9629,1,4,4,1,1,4,3,1,3,2,2,3,1,2,1,2
813,1,48,3,5,3051,1,3,3,1,1,4,3,4,3,2,1,3,1,1,1,2
814,1,48,3,1,3931,1,4,4,1,1,4,4,4,3,3,1,3,2,1,1,2
815,2,36,4,1,7432,1,3,2,2,1,2,2,4,3,1,1,3,1,1,1,1
816,4,6,3,5,1338,3,3,1,1,1,4,1,5,3,2,1,3,1,1,1,1
817,4,6,5,4,1554,1,4,1,2,1,2,3,1,3,1,2,3,1,2,1,1
818,1,36,3,11,15857,1,1,2,1,2,3,3,3,3,2,1,4,1,1,1,1
819,1,18,3,4,1345,1,3,4,1,1,3,1,2,1,2,1,3,1,1,1,2
820,4,12,3,1,1101,1,3,3,1,1,2,1,2,3,2,2,3,1,2,1,1
821,3,12,3,4,3016,1,3,3,1,1,1,3,1,3,2,1,3,1,1,1,1
822,1,36,3,3,2712,1,5,2,1,1,2,2,3,1,2,1,3,2,1,1,2
823,1,8,5,1,731,1,5,4,1,1,4,1,4,3,2,2,2,1,1,1,1
824,4,18,5,3,3780,1,2,3,1,1,2,3,3,3,2,2,4,1,2,1,1
825,1,21,5,1,1602,1,5,4,1,1,3,3,2,3,2,2,3,1,2,1,1
826,1,18,5,1,3966,1,5,1,2,1,4,1,2,1,1,3,3,1,2,1,2
827,4,18,1,10,4165,1,3,2,1,1,2,3,3,2,2,2,3,2,1,1,2
828,1,36,3,2,8335,5,5,3,1,1,4,4,4,3,3,1,3,1,1,1,2
829,2,48,4,10,6681,5,3,4,1,1,4,4,3,3,3,1,3,2,2,1,1
830,4,24,4,10,2375,3,3,4,1,1,2,3,3,3,2,2,3,2,2,1,1
831,1,18,3,1,1216,1,2,4,2,1,3,3,1,3,1,1,3,1,2,1,2
832,1,45,1,10,11816,1,5,2,1,1,4,3,2,3,1,2,3,1,1,1,2
833,2,24,3,4,5084,5,5,2,2,1,4,3,3,3,2,1,3,1,2,1,1
834,3,15,3,4,2327,1,2,2,2,1,3,1,2,3,2,1,2,1,1,1,2
835,1,12,1,1,1082,1,3,4,1,1,4,3,4,1,2,2,3,1,1,1,2
836,4,12,3,4,886,5,3,4,2,1,2,3,1,3,2,1,3,1,1,1,1
837,4,4,3,3,601,1,2,1,2,1,3,1,1,3,1,1,2,2,1,1,1
838,1,24,5,2,2957,1,5,4,1,1,4,2,5,3,2,2,3,1,2,1,1
839,4,24,5,4,2611,1,5,4,1,2,3,1,4,3,2,2,3,1,1,1,1
840,1,36,3,3,5179,1,4,4,1,1,2,2,2,3,2,1,3,1,1,1,2
841,4,21,4,2,2993,1,3,3,1,1,2,1,2,2,2,2,2,1,1,1,1
842,4,18,3,6,1943,1,2,4,2,1,4,1,1,3,2,1,3,1,1,1,2
843,4,24,2,10,1559,1,4,4,1,1,4,3,4,1,2,1,3,1,2,1,1
844,4,18,3,3,3422,1,5,4,1,1,4,2,4,1,2,3,3,2,2,1,1
845,2,21,3,3,3976,5,4,2,1,1,3,3,3,3,2,1,3,1,2,1,1
846,4,18,3,1,6761,5,3,2,1,1,4,3,5,3,1,2,3,1,1,1,2
847,4,24,3,1,1249,1,2,4,1,1,2,1,2,3,2,1,3,1,1,1,1
848,1,9,3,4,1364,1,4,3,1,1,4,1,5,3,2,1,3,1,1,1,1
849,1,12,3,4,709,1,5,4,1,1,4,1,5,2,2,1,2,1,1,1,2
850,1,20,5,1,2235,1,3,4,1,3,2,2,2,1,1,2,3,1,1,2,2
851,4,24,5,2,4042,5,4,3,1,1,4,2,3,3,2,2,3,1,2,1,1
852,4,15,5,4,1471,1,3,4,1,1,4,4,3,3,3,2,3,1,2,1,1
853,1,18,2,1,1442,1,4,4,1,1,4,4,2,3,3,2,2,2,1,1,2
854,4,36,4,1,10875,1,5,2,1,1,2,3,4,3,2,2,3,2,2,1,1
855,4,24,3,1,1474,2,2,4,1,1,3,1,2,3,2,1,3,1,2,1,1
856,4,10,3,9,894,5,4,4,2,1,3,2,3,3,2,1,3,1,2,1,1
857,4,15,5,3,3343,1,3,4,1,1,2,4,2,3,3,1,3,1,2,1,1
858,1,15,3,1,3959,1,3,3,2,1,2,2,2,3,2,1,3,1,2,1,2
859,4,9,3,1,3577,2,3,1,1,3,2,1,2,3,1,1,3,2,1,2,1
860,4,24,5,2,5804,4,3,4,1,1,2,1,2,3,2,2,3,1,1,1,1
861,4,18,4,10,2169,1,3,4,1,1,2,3,2,3,2,1,3,1,2,1,2
862,1,24,3,4,2439,1,2,4,2,1,4,1,3,3,2,1,3,1,2,1,2
863,4,27,5,3,4526,4,2,4,1,1,2,1,2,2,2,2,2,2,2,1,1
864,4,10,3,3,2210,1,3,2,1,1,2,1,2,1,1,1,2,1,1,1,2
865,4,15,3,3,2221,3,3,2,2,1,4,3,1,3,1,1,3,1,1,1,1
866,1,18,3,4,2389,1,2,4,2,1,1,3,2,2,2,1,3,1,1,1,1
867,4,12,5,3,3331,1,5,2,1,1,4,2,3,2,2,1,3,1,1,1,1
868,4,36,3,10,7409,5,5,3,1,1,2,2,3,3,2,2,3,1,1,1,1
869,1,12,3,3,652,1,5,4,2,1,4,2,1,3,1,1,3,1,1,1,1
870,4,36,4,3,7678,3,4,2,2,1,4,3,3,3,2,2,3,1,2,1,1
871,3,6,5,1,1343,1,5,1,1,1,4,1,4,3,2,2,3,2,1,2,1
872,1,24,5,10,1382,2,4,4,1,1,1,1,2,3,2,2,3,1,2,1,1
873,4,15,3,5,874,5,2,4,2,1,1,1,1,3,2,1,3,1,1,1,1
874,1,12,3,3,3590,1,3,2,1,2,2,2,2,3,2,1,2,2,1,1,1
875,2,11,5,1,1322,4,3,4,2,1,4,3,3,3,2,2,3,1,1,1,1
876,1,18,2,4,1940,1,2,3,1,2,4,4,3,1,3,1,4,1,2,1,1
877,4,36,3,4,3595,1,5,4,1,1,2,3,2,3,2,1,3,1,1,1,1
878,1,9,3,1,1422,1,2,3,1,1,2,4,2,3,3,1,4,1,2,1,2
879,4,30,5,4,6742,5,4,2,1,1,3,2,3,3,2,2,3,1,1,1,1
880,4,24,3,2,7814,1,4,3,1,1,3,3,3,3,2,1,4,1,2,1,1
881,4,24,3,2,9277,5,3,2,1,1,4,4,4,3,3,1,3,1,2,1,1
882,2,30,5,1,2181,5,5,4,1,1,4,1,3,3,2,2,3,1,1,1,1
883,4,18,5,4,1098,1,1,4,2,1,4,3,5,3,2,2,1,1,1,1,1
884,2,24,3,3,4057,1,4,3,1,1,3,3,3,3,2,1,3,1,2,1,2
885,1,12,3,7,795,1,2,4,2,1,4,2,4,3,2,1,3,1,1,1,2
886,2,24,5,10,2825,5,4,4,1,1,3,4,2,3,2,2,3,2,2,1,1
887,2,48,3,10,15672,1,3,2,1,1,2,3,1,3,2,1,3,1,2,1,2
888,4,36,5,1,6614,1,5,4,1,1,4,3,2,3,2,2,4,1,2,1,1
889,4,28,2,2,7824,5,2,3,1,3,4,1,3,1,1,2,3,2,2,1,1
890,1,27,5,10,2442,1,5,4,1,1,4,3,3,2,2,4,4,2,2,1,1
891,4,15,5,4,1829,1,5,4,1,1,4,3,4,3,2,2,3,1,2,1,1
892,1,12,5,1,2171,1,3,4,1,1,4,2,3,1,2,2,2,1,1,2,1
893,2,36,5,2,5800,1,3,3,1,1,4,3,2,3,2,2,3,1,2,1,1
894,4,18,5,4,1169,5,3,4,1,1,3,2,2,3,2,2,3,1,2,1,1
895,4,36,4,2,8947,5,4,3,1,1,2,3,2,2,2,1,4,2,2,1,1
896,1,21,3,4,2606,1,2,4,2,1,4,2,2,3,1,1,4,1,2,1,1
897,4,12,5,3,1592,4,4,3,2,1,2,2,3,3,2,1,3,1,1,2,1
898,4,15,3,3,2186,5,4,1,2,1,4,1,2,1,1,1,2,1,1,1,1
899,1,18,3,3,4153,1,3,2,1,2,3,3,3,3,2,1,3,1,1,1,2
900,1,16,5,1,2625,1,5,2,1,3,4,2,3,1,1,1,3,1,2,1,2
901,4,20,5,1,3485,5,2,2,1,1,4,1,3,3,2,2,3,1,2,1,1
902,4,36,5,2,10477,5,5,2,1,1,4,4,3,3,3,2,3,1,1,1,1
903,4,15,3,4,1386,5,3,4,1,1,2,1,3,3,1,1,3,1,2,1,1
904,4,24,3,4,1278,1,5,4,1,1,1,1,3,3,2,1,4,1,2,1,1
905,1,12,3,4,1107,1,3,2,1,1,2,1,1,3,1,1,4,2,2,1,1
906,1,21,3,1,3763,5,4,2,1,2,2,1,1,3,2,1,2,1,1,2,1
907,2,36,3,7,3711,5,3,2,1,1,2,3,2,3,2,1,3,1,1,1,1
908,4,15,4,2,3594,1,2,1,2,1,2,2,4,3,2,2,2,1,1,1,1
909,2,9,3,1,3195,5,3,1,2,1,2,1,2,3,2,1,2,1,1,1,1
910,4,36,4,4,4454,1,3,4,2,1,4,1,2,3,2,2,3,1,1,1,1
911,2,24,5,3,4736,1,2,2,2,1,4,3,2,1,2,1,2,1,1,1,2
912,2,30,3,4,2991,5,5,2,2,1,4,3,2,3,2,1,3,1,1,1,1
913,4,11,3,10,2142,4,5,1,1,1,2,1,2,3,2,1,3,1,2,1,1
914,1,24,2,10,3161,1,3,4,1,1,2,2,2,3,1,1,3,1,2,1,2
915,2,48,1,11,18424,1,3,1,2,1,2,2,2,1,2,1,4,1,2,2,2
